video_id,url,title,description,published_at,duration,thumbnail,playlist,content_type,primary_topic,secondary_topics,treatment,concern,doctor,location,patient_case,search_intent,best_destination_url,embed_priority,transcript_available,needs_manual_review,notes
8s9_dGhNxJM,https://www.youtube.com/watch?v=8s9_dGhNxJM,ମହିଳାଙ୍କ ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ #shorts,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-09,PT1M16S,https://i.ytimg.com/vi/8s9_dGhNxJM/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
rGBpSYNkJWo,https://www.youtube.com/watch?v=rGBpSYNkJWo,गंजेपन को खत्म कर डालता है हेयर ट्रांसप्लांट #shorts,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-08,PT1M7S,https://i.ytimg.com/vi/rGBpSYNkJWo/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
9VHLWd0wcIU,https://www.youtube.com/watch?v=9VHLWd0wcIU,2000 grafts Hair Transplant #shorts,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-07,PT1M19S,https://i.ytimg.com/vi/9VHLWd0wcIU/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
HM_TJ0Hhxm0,https://www.youtube.com/watch?v=HM_TJ0Hhxm0,ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ Best Result #shorts,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-06,PT1M16S,https://i.ytimg.com/vi/HM_TJ0Hhxm0/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,LOW,false,true,yt-dlp public metadata merged with official channel RSS
5W91OakxmxE,https://www.youtube.com/watch?v=5W91OakxmxE,Hair Transplant Best Result #shorts,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-06,PT1M15S,https://i.ytimg.com/vi/5W91OakxmxE/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,LOW,false,true,yt-dlp public metadata merged with official channel RSS
MKYKx4FVQSU,https://www.youtube.com/watch?v=MKYKx4FVQSU,हेयर ट्रांसप्लांट बेस्ट रिजल्ट #shorts,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-05,PT1M35S,https://i.ytimg.com/vi/MKYKx4FVQSU/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
e2c8saLvx4I,https://www.youtube.com/watch?v=e2c8saLvx4I,ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ #shorts,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-04,PT1M12S,https://i.ytimg.com/vi/e2c8saLvx4I/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
-J3wrgFBLGE,https://www.youtube.com/watch?v=-J3wrgFBLGE,बेहतरीन हेयर ट्रांसप्लांट रिजल्ट #shorts,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-04,PT1M33S,https://i.ytimg.com/vi/-J3wrgFBLGE/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
RAy4VNUyKng,https://www.youtube.com/watch?v=RAy4VNUyKng,Best Results of Hair Transplant with 2000 Grafts #Shorts,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-03,PT1M25S,https://i.ytimg.com/vi/RAy4VNUyKng/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,LOW,false,true,yt-dlp public metadata merged with official channel RSS
7RLrIwv15AQ,https://www.youtube.com/watch?v=7RLrIwv15AQ,हेयर ट्रांसप्लांट रिजल्ट को बेस्ट कैसे बनाये ? Amazing Results of Hair Transplant | Radiance Clinics,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-03,PT2M24S,https://i.ytimg.com/vi/7RLrIwv15AQ/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
b6xITSoOuhM,https://www.youtube.com/watch?v=b6xITSoOuhM,Female Hair Transplant Best Result | महिलाओं में हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Radiance Clinics,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-02,PT2M8S,https://i.ytimg.com/vi/b6xITSoOuhM/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
pCHwKWTdw1o,https://www.youtube.com/watch?v=pCHwKWTdw1o,କମ୍ ପଇସାରେ ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟର ବେଷ୍ଟ ରେଜଲ୍ଟ | Hair Transplant in Low Price |,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant in Low Price | କମ୍ ପଇସାରେ ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ବେଷ୍ଟ ରେଜଲ୍ଟ | कम ख़र्चा में हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairt",2022-08-01,PT1M39S,https://i.ytimg.com/vi/pCHwKWTdw1o/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
jGxdb1go-C0,https://www.youtube.com/watch?v=jGxdb1go-C0,सबसे सस्ता हेयर ट्रांसप्लांट | Best Hair Transplant Results | Radiance Skin & Hair Clinics,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" सबसे सस्ता हेयर ट्रांसप्लांट | Best Hair Transplant Results | Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #ha",2022-08-01,PT2M11S,https://i.ytimg.com/vi/jGxdb1go-C0/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
T8-toUywb2Y,https://www.youtube.com/watch?v=T8-toUywb2Y,ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | Best Hair Transplant Results | Best Hair Transplant Clinic,"Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | ହେୟାର୍ ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ୍ ପରେ ବେଷ୍ଟ ରେଜଲ୍ଟ | हेयर ट्रांसप्लांट बेस्ट रिजल्ट | Hair Transplant के कैसे रिजल्ट "" #RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #hairloss #Hairtransplantresult #hairtransplant #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyart",2022-08-01,PT2M13S,https://i.ytimg.com/vi/T8-toUywb2Y/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
xyBy4kFuRbw,https://www.youtube.com/watch?v=xyBy4kFuRbw,Best Hair Transplant Results Before & After Only 2000 Grafts Changed The Life | Dr Satyarth Prakash,"#RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #Hairtransplantresult #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyarthprakash #Radianceclinics Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | हेयर ट्रांसप्लांट क्या है? हेयर ट्रांसप्लांट जल्द रिजल्ट | Hair Transplant के कैसे रिजल्ट | Hair Transplant",2022-05-25,PT2M1S,https://i.ytimg.com/vi/xyBy4kFuRbw/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
vp4lQLBkQ3E,https://www.youtube.com/watch?v=vp4lQLBkQ3E,Natural Looking Hair | Hair Transplant Before & After Results Dr Satyartha Prakash #Radiance,"#RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #Hairtransplantresult #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyarthprakash #Radianceclinics Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | हेयर ट्रांसप्लांट क्या है? हेयर ट्रांसप्लांट जल्द रिजल्ट | Hair Transplant के कैसे रिजल्ट "" Hair transplant",2022-05-22,PT2M33S,https://i.ytimg.com/vi/vp4lQLBkQ3E/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
SMPChIVB9oc,https://www.youtube.com/watch?v=SMPChIVB9oc,Hair Loss और गंजेपन से परेशान लोग | हेयर ट्रांसप्लांट Best रिजल्ट कैसे आ गए? | Dr. Satyartha Prakash,"#RadianceClinic #हेयर_ट्रांसप्लांट #HairLoss #skincareclinicodisha #Hairtransplantresult #hairtransplantworks #Besthairtransplantcentreinodisha #Drsatyarthprakash #Radianceclinics Watch The Exclusive Interview of Dr. Satyartha Prakash from Radiance Clinics, Bhubaneswar on "" Amazing Results of Hair Transplant | हेयर ट्रांसप्लांट क्या है? हेयर ट्रांसप्लांट जल्द रिजल्ट | Hair Transplant के कैसे रिजल्ट "" Hair transplant",2022-05-21,PT1M34S,https://i.ytimg.com/vi/SMPChIVB9oc/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
bNP_b0lUYXA,https://www.youtube.com/watch?v=bNP_b0lUYXA,Receding Hairline Re-construction | Hair Transplant @RadianceClinics | Best hair clinic bhubaneswar,"At Radiance Clinic Bhubaneswar, our objective is to bring you the latest and the most effective techniques in hair transplant ensuring the highest level of care and attention. As one of the best & the oldest hair transplant centers in Odisha, we provide you with all the information about hair transplant which helps you understand the right hair fall treatment for you. This, in turn, allows you to make an informed cho",2022-02-14,PT2M23S,https://i.ytimg.com/vi/bNP_b0lUYXA/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
U0sn6Ssf00g,https://www.youtube.com/watch?v=U0sn6Ssf00g,Happy Hair Offer .Regrow your lost Hair and Regain Crown of Glory once again @RadianceClinics .,"This is your CROWN & YOU have to make a CHOICE Choose painless ,effortless and permanent solution to hair Loss . Applying oil doesn't control hair fall. It needs the right treatment. Many patients who we had consulted did the following: ➡️ Applied different types of oil ➡️ Applied many types of shampoo that promised them hair re-growth ➡️ Took multi-vitamins without consulting doctors None of these helped them much a",2022-01-26,PT1M18S,https://i.ytimg.com/vi/U0sn6Ssf00g/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,,,,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
LYHDC1WpAGs,https://www.youtube.com/watch?v=LYHDC1WpAGs,ଚୁଟି ଉପୁଡିବାର ପ୍ରମୁଖ କାରଣ ଓ ଉପଚାର | Know Key Reasons Of Hair Fall By Dr Satyarth@RadianceClinics,"କେଶ ଝଡ଼ିବା ସାଧାରଣତଃ ନିମ୍ନଲିଖିତ କାରଣଗୁଡ଼ିକ ମଧ୍ୟରୁ ଗୋଟିଏ କିମ୍ବା ଅଧିକ ସହିତ ଜଡିତ: ବଂଶାନୁକ୍ରମିକ କେଶ ଝଡ଼ିବାର ସବୁଠାରୁ ବ୍ୟାପକ ସ୍ୱୀକୃତିପ୍ରାପ୍ତ କାରଣ ହେଉଛି ଏକ ଅନ୍ତର୍ନିହିତ ଅବସ୍ଥା ଯାହା ପରିପକ୍ୱତା ସହିତ ଘଟେ | ଏହି ଅବସ୍ଥାକୁ ଆଣ୍ଡ୍ରୋଜେନିକ୍ ଆଲୋପେସିଆ, ପୁରୁଷ-ଡିଜାଇନ୍ କେଶହୀନତା ଏବଂ ମହିଳା-ଡିଜାଇନ୍ ସ୍ୱଳ୍ପତା କୁହାଯାଏ | ଏହା ଏକ ନିୟମ ଭାବରେ ପର୍ଯ୍ୟାୟ କ୍ରମେ ଏବଂ ଅପ୍ରତ୍ୟାଶିତ ଉଦାହରଣଗୁଡିକରେ ଘଟେ - ଏକ ସବସିଡିଙ୍ଗ୍ ହେୟାର ଲାଇନ୍ ଏବଂ ପୁରୁଷମାନଙ୍କରେ ଖାଲି ଦାଗ ଏବଂ ମହିଳାମ",2022-01-06,PT3M58S,https://i.ytimg.com/vi/LYHDC1WpAGs/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,Dr. Satyarth Prakash,,,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
RwFEzjiUvSM,https://www.youtube.com/watch?v=RwFEzjiUvSM,Radiance Skin Care New Year Offer,"The Radiance Clinic Bhubaneswar is the largest and most up-to-date dermatology center in Odisha, it was established following the best practices of Skin & Hair experts. The clinic offers treatment of dermatological and all sorts of aesthetic maladies. At Radiance Clinic Bhubaneswar, our objective is to bring you the latest and the most effective techniques in hair transplant ensuring the highest level of care and att",2022-01-06,PT11S,https://i.ytimg.com/vi/RwFEzjiUvSM/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Skin Health,,,/concerns/skin-texture,,"Bhubaneswar, Odisha",,skin health education,/skin-clinic-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
HOC-9dGnOTs,https://www.youtube.com/watch?v=HOC-9dGnOTs,Now or Never Offer @Radiance Clinics .This New Year Toss Hair-loss Away from your Life,"At Radiance Clinic Bhubaneswar, our objective is to bring you the latest and the most effective techniques in hair transplant ensuring the highest level of care and attention. As one of the best & the oldest hair transplant centers in Odisha, we provide you with all the information about hair transplant which helps you understand the right hair fall treatment for you. This, in turn, allows you to make an informed cho",2022-01-06,PT12S,https://i.ytimg.com/vi/HOC-9dGnOTs/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
fU0oeBk_6Ik,https://www.youtube.com/watch?v=fU0oeBk_6Ik,Get The Most Promising Hair Transplant at a Pocket Friendly Price.,"At Radiance Clinic Bhubaneswar, our objective is to bring you the latest and the most effective techniques in hair transplant ensuring the highest level of care and attention. As one of the best & the oldest hair transplant centers in Odisha, we provide you with all the information about hair transplant which helps you understand the right hair fall treatment for you. This, in turn, allows you to make an informed cho",2021-11-26,PT24S,https://i.ytimg.com/vi/fU0oeBk_6Ik/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
Pr3_8J7hSOc,https://www.youtube.com/watch?v=Pr3_8J7hSOc,Get Rid Of Unwanted Hair With Laser Treatment In Bhubaneswar! Radiance Clinics,"Making Laser Hair Removal Smooth Process For Men And Women With Advanced Aft And Diode Before the introduction of the advanced hair removal therapy in Bhubaneswar by Radiance Hair Clinics, most patients would have to go through torturous process of removal of unwanted hair from different parts of the body. There are processes like the waxing, creams for self removal, painful electrolysis methods and razor removal. Wh",2021-11-26,PT1M21S,https://i.ytimg.com/vi/Pr3_8J7hSOc/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Laser Hair Reduction,,/treatments/skin-laser/laser-hair-reduction,/concerns/laser-hair-reduction,,"Bhubaneswar, Odisha",,laser hair reduction education,/laser-hair-removal-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
1q3YEDypN_w,https://www.youtube.com/watch?v=1q3YEDypN_w,Amazing Results of Hair Transplant @Radiance Clinics. Get Back your Looks.Get Back your Confidence .,"The Radiance Clinic Bhubaneswar is the largest and most up-to-date dermatology center in Odisha, it was established following the best practices of Skin & Hair experts. The clinic offers treatment of dermatological and all sorts of aesthetic maladies. At Radiance Clinic Bhubaneswar, our objective is to bring you the latest and the most effective techniques in hair transplant ensuring the highest level of care and att",2021-09-30,PT1M5S,https://i.ytimg.com/vi/1q3YEDypN_w/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
4VQYFfE2jdg,https://www.youtube.com/watch?v=4VQYFfE2jdg,Odisha's Most Trusted Hair Loss Treatment Clinic. Radiance Clinic | Bhubaneswar,"At Radiance Clinic Bhubaneswar, our objective is to bring you the latest and the most effective techniques in hair transplant ensuring the highest level of care and attention. As one of the best & the oldest hair transplant centers in Odisha, we provide you with all the information about hair transplant which helps you understand the right hair fall treatment for you. This, in turn, allows you to make an informed cho",2021-09-23,PT26S,https://i.ytimg.com/vi/4VQYFfE2jdg/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AHUBoAC4AOKAgwIABABGDIgEyh_MA8=&rs=AOn4CLCADhpqzXvFk8OAx03o70p5Vo0o9w,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,,"Bhubaneswar, Odisha",,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
