old_url,old_title,old_topic,old_content_length,new_equivalent,current_http_status,redirect_exists,current_indexed_url,gsc_old_impressions_if_available,gsc_current_impressions,migration_action,priority
https://www.radianceclinics.com/tan-removal,Sunspots Treatment Bhubaneswar,Pigmentation,419,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,not-live-checked,yes,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,45,39,REDIRECT,P1
https://www.radianceclinics.com/skin-pigmentation,Pigmentation Treatment Bhubaneswar,Pigmentation,417,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,GSC_404_EXPORT,yes,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,45,39,REDIRECT,P1
https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/ombrepowder-eyebrows,Ombrepowder Eyebrows,Clinic & Doctor,312,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,45,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/chemical-peel,Chemical Peel,Skin Health,403,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,44,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/how-effective-is-having-laser-hair-removal-in-bhubaneswar,How Effective is Having Laser Hair Removal in Bhubaneswar,Laser Hair Reduction,457,https://www.radianceclinics.com/laser-hair-removal-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/laser-hair-removal-bhubaneswar,43,391,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/laser-vs-fillers-vs-creams-what-truly-works-for-under-eye-bags,Laser vs. Fillers vs. Creams – What Truly Works for Under Eye Bags,Ageing & Aesthetics,559,https://www.radianceclinics.com/concerns/pigmentation/under-eye-dark-circles,GSC_404_EXPORT,no,,42,0,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/what-is-the-best-hair-transplant-for-density,What is the best hair transplant for density?,Hair Transplant,581,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,yes,https://www.radianceclinics.com/hair-transplant-bhubaneswar,39,495,REDIRECT,P1
https://www.radianceclinics.com/laser-photo-rejuvenation-radiance,Laser Photo Rejuvenation,Skin Health,230,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,39,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/anti-ageing-therapies/ultherapy,Ultherapy,Ageing & Aesthetics,164,https://www.radianceclinics.com/conditions/skin-ageing-laxity,not-live-checked,yes,https://www.radianceclinics.com/conditions/skin-ageing-laxity,38,14,REDIRECT,P1
https://www.radianceclinics.com/conditions/seborrheic-dermatitis,Sebottheic Dermatitis,Skin Health,199,https://www.radianceclinics.com/concerns/hair-loss-scalp/dandruff,GSC_404_EXPORT,no,https://www.radianceclinics.com/concerns/hair-loss-scalp/dandruff,38,17,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/bridal-dermatology/mnrf-acne-scars,MNRF For Acne Scars,Acne Scars,168,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,35,35,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/anti-ageing-therapies/age-reverse,Age Reverse,Clinic & Doctor,151,https://www.radianceclinics.com/about,not-live-checked,no,https://www.radianceclinics.com/about,34,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/pigmentation/power-glow,Power Glow,Skin Health,156,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,34,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/anti-ageing-therapies/anti-ageing-laser,Anti-Ageing Laser,Skin Health,167,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,33,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/premium-services/permanent-makeup,Permanent Makeup,Clinic & Doctor,172,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,31,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/microdermabrasion-radiance,Microdermabrasion,Skin Health,170,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,31,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/pigmentation-removal,Pigmentation Removal,Pigmentation,200,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,31,39,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/laser-lipolysis-treatment,Laser Lipolysis Treatment,Skin Health,430,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,30,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/high-density-hair-transplant,High Density Hair Transplant,Hair Transplant,576,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/hair-transplant-bhubaneswar,30,495,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/acne-scars/fractional-co2-laser,Fractional Co2 Laser,Skin Health,178,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,30,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/stretch-marks/dermaroller,Dermaroller,Acne Scars,152,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,30,35,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/pioneering-proficiency-satyartha-prakash-excels-in-advanced-dermatology-fellowship-at-dubai-derma,Pioneering Proficiency: Satyartha Prakash Excels in Advanced Dermatology Fellowship at Dubai Derma,Skin Health,329,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,30,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/why-radiance-skin-and-hair-clinic-is-the-best-hair-loss-clinic-in-bhubaneswar,Why Radiance Skin and Hair Clinic is the best hair loss clinic in Bhubaneswar,Hair Loss & Scalp,448,https://www.radianceclinics.com/concerns/hair-loss-scalp/hair-loss,GSC_404_EXPORT,no,,29,0,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/the-skin-brightening-treatment-possible-to-have-at-radiance-skin-and-hair-clinics,The skin brightening treatment possible to have at Radiance Skin and Hair Clinics,Pigmentation,424,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,29,39,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/dandruff-treatment,Dandruff Treatment,Hair Loss & Scalp,422,https://www.radianceclinics.com/concerns/hair-loss-scalp/dandruff,GSC_404_EXPORT,no,https://www.radianceclinics.com/concerns/hair-loss-scalp/dandruff,29,17,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/how-prp-treatment-helps-in-hair-fall-control-and-regrowth-naturally,How PRP Treatment Helps In Hair Fall Control And Regrowth Naturally,Hair Loss & Scalp,539,https://www.radianceclinics.com/treatments/hair-restoration/prp-gfc-scalp-therapy,not-live-checked,no,https://www.radianceclinics.com/treatments/hair-restoration/prp-gfc-scalp-therapy,28,216,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/anti-ageing-therapies/ipl-therapy-photofacial,IPL Therapy / Photofacial,Skin Health,197,https://www.radianceclinics.com/skin-clinic-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,28,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/is-it-safe-to-have-a-hair-transplant-in-bhubaneswar-at-radiance-skin-and-hair-clinic,Is it safe to have a hair transplant in Bhubaneswar at Radiance Skin and Hair Clinic,Hair Transplant,455,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/hair-transplant-bhubaneswar,27,495,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/premium-services/laser-facial,Laser Facial,Skin Health,151,https://www.radianceclinics.com/skin-clinic-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,27,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/when-you-need-to-be-at-the-best-skin-clinic,When You Need To Be At The Skin Clinic,Skin Health,452,,GSC_404_EXPORT,no,,25,0,REBUILD_OR_ARCHIVE,P1
https://www.radianceclinics.com/conditions/freckles,Freckles,Skin Health,238,https://www.radianceclinics.com/skin-clinic-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,25,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/what-is-the-best-permanent-treatment-for-hair-loss,What is the best permanent treatment for hair loss?,Hair Loss & Scalp,467,https://www.radianceclinics.com/concerns/hair-loss-scalp/hair-loss,GSC_404_EXPORT,no,,23,0,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/bridal-dermatology/mesotherapy,Mesotherapy,Clinic & Doctor,166,https://www.radianceclinics.com/about,not-live-checked,no,https://www.radianceclinics.com/about,23,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/dark-circles,Dark Circles,Pigmentation,218,https://www.radianceclinics.com/concerns/pigmentation/under-eye-dark-circles,GSC_404_EXPORT,no,,23,0,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/unwanted-hair/diode-laser,Diode Laser,Skin Health,168,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,22,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/what-common-mistakes-can-make-your-hair-transplant-more-expensive,What Common Mistakes Can Make Your Hair Transplant More Expensive?,Hair Transplant,588,https://www.radianceclinics.com/knowledge/hair-transplant-cost-factors,GSC_404_EXPORT,yes,https://www.radianceclinics.com/knowledge/hair-transplant-cost-factors,21,1,REDIRECT,P1
https://www.radianceclinics.com/conditions/stretch-marks-removal,Stretch Marks Removal,Scars & Stretch Marks,214,https://www.radianceclinics.com/concerns/scars-stretch-marks/stretch-marks,GSC_404_EXPORT,no,https://www.radianceclinics.com/concerns/scars-stretch-marks/stretch-marks,21,1,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/skin-growth,Skin Growth,Skin Health,189,https://www.radianceclinics.com/skin-clinic-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,20,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/sunspot-removal,Sunspots Treatment Bhubaneswa,Clinic & Doctor,409,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,19,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/bridal-dermatology/laser-hair-reduction,Laser Hair Reduction,Laser Hair Reduction,158,https://www.radianceclinics.com/laser-hair-removal-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/laser-hair-removal-bhubaneswar,19,391,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/contact-dermatitis,Contact Dermatitis,Skin Health,204,https://www.radianceclinics.com/contact,GSC_404_EXPORT,no,https://www.radianceclinics.com/contact,19,655,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/combat-hair-fall-natural-remedies-dermatologist-tips,Combat Hair Fall: Natural Remedies & Dermatologist Tips,Hair Loss & Scalp,611,https://www.radianceclinics.com/concerns/hair-loss-scalp/hair-loss,GSC_404_EXPORT,no,,18,0,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/using-botox-and-fillers-for-anti-aging-treatments,Using Botox and Fillers for Anti-Aging Treatments,Ageing & Aesthetics,406,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,GSC_404_EXPORT,no,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,18,98,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/pigmentation/laser-toning,Laser Toning,Skin Health,173,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,18,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/pigmentation/chemical-peel,Chemical  Peel,Skin Health,163,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,18,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/bridal-dermatology/hgp-for-hair,HGP For Hair,Clinic & Doctor,178,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,18,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/stretch-marks/pixigenus-stretch-marks,Pixigenus Stretch Marks,Scars & Stretch Marks,152,https://www.radianceclinics.com/concerns/scars-stretch-marks/stretch-marks,GSC_404_EXPORT,no,https://www.radianceclinics.com/concerns/scars-stretch-marks/stretch-marks,17,1,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/acne-scars/dermaroller,Dermaroller,Acne Scars,187,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,17,35,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/pigmentation/mesotherapy,Mesotherapy,Clinic & Doctor,160,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,17,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/common-hair-loss-myths-that-might-be-holding-you-back,Common Hair Loss Myths That Might Be Holding You Back,Hair Loss & Scalp,554,https://www.radianceclinics.com/concerns/hair-loss-scalp/hair-loss,GSC_404_EXPORT,no,,17,0,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/best-dermatologist-for-acne-an-treatment,What to Expect when Visiting a Dermatologist for an Acne Treatment,Acne,464,https://www.radianceclinics.com/concerns/acne/acne,GSC_404_EXPORT,no,,16,0,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/spending-on-weight-loss-is-an-ideal-investment,Spending on Weight Loss is an Ideal Investment,Clinic & Doctor,565,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,16,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/skin-and-hair-specialist-near-me,Skin And Hair Specialist Near Me,Skin Health,318,,not-live-checked,no,,16,0,REBUILD_OR_ARCHIVE,P1
https://www.radianceclinics.com/treatment/anti-ageing-therapies/pixel,Pixel,Clinic & Doctor,154,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,16,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/anti-ageing-therapies/age-erase,Age Erase,Clinic & Doctor,154,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,16,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/stretch-marks/tixel,Tixel,Clinic & Doctor,152,https://www.radianceclinics.com/about,not-live-checked,no,https://www.radianceclinics.com/about,16,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/hairfall/mesotherapy,Mesotherapy,Clinic & Doctor,171,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,16,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/premium-services/photofacials,Photofacials,Skin Health,151,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,16,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/body-hair,Body Hair,Laser Hair Reduction,184,https://www.radianceclinics.com/laser-hair-removal-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/laser-hair-removal-bhubaneswar,16,391,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/advanced-acne-scar-removal-treatments-you-should-know,Advanced Acne Scar Removal Treatments You Should Know,Acne Scars,430,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,15,35,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/what-should-i-know-before-buying-a-hair-wig,What Should I Know Before Buying a Hair Wig,Clinic & Doctor,548,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,15,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/invisible-facelift-at-bhubaneswar,Invisible Facelift,Ageing & Aesthetics,263,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,GSC_404_EXPORT,no,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,15,98,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/premium-services/iv-infusions,IV Infusions,Clinic & Doctor,151,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,15,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/premium-services/hydra-revive,Hydra Revive,Clinic & Doctor,150,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,15,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/anti-ageing-therapies/high-intensity-focused-ultrasound,High-Intensity Focused Ultrasound,Clinic & Doctor,165,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,14,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/laser-hair-removal,Laser Hair Removal,Laser Hair Reduction,415,https://www.radianceclinics.com/laser-hair-removal-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/laser-hair-removal-bhubaneswar,13,391,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/acne-scars/prp-subsicion,PRP Subsicion,Hair Loss & Scalp,158,,GSC_404_EXPORT,no,,13,0,REBUILD_OR_ARCHIVE,P1
https://www.radianceclinics.com/treatment/premium-services/radiance-3d,Radiance 3D,Skin Health,159,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,13,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/hairfall/advanced-hgp,Advanced HGP,Clinic & Doctor,169,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,13,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/urticaria,Urticaria,Clinic & Doctor,178,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,13,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/eczema,Eczema,Clinic & Doctor,187,https://www.radianceclinics.com/about,not-live-checked,no,https://www.radianceclinics.com/about,13,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/psoriasis,Psoriasis,Clinic & Doctor,187,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,13,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/what-diet-and-lifestyle-changes-can-support-successful-hair-restoration,What Diet and Lifestyle Changes Can Support Successful Hair Restoration,Clinic & Doctor,560,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,12,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/say-goodbye-to-warts-transform-your-skin-at-radiance-clinic,Say Goodbye to Warts: Transform Your Skin at Radiance Clinic,General Skin Concerns,450,https://www.radianceclinics.com/concerns/other-skin-concerns/moles-and-warts,GSC_404_EXPORT,no,https://www.radianceclinics.com/concerns/other-skin-concerns/moles-and-warts,12,1,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/bridal-dermatology/lip-pigmentation-2,Lip Pigmentation,Pigmentation,151,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,12,39,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/bridal-dermatology/mnrf-stretch-marks,MNRF For Stretch Marks,Acne Scars,162,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,12,35,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/rosacea,Rosacea,General Skin Concerns,186,https://www.radianceclinics.com/concerns/other-skin-concerns/rosacea-redness,not-live-checked,no,https://www.radianceclinics.com/concerns/other-skin-concerns/rosacea-redness,12,12,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/vitiligo,Vitiligo,General Skin Concerns,197,,GSC_404_EXPORT,no,,12,0,REBUILD_OR_ARCHIVE,P1
https://www.radianceclinics.com/treatment/bridal-dermatology/beardshaping,Beard Shaping,Clinic & Doctor,149,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,12,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/bridal-dermatology/photofacial,Photo Facial,Skin Health,147,https://www.radianceclinics.com/skin-clinic-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,12,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/keloid,Keloid,Scars & Stretch Marks,111,https://www.radianceclinics.com/concerns/scars-stretch-marks/raised-scars-keloids,GSC_404_EXPORT,no,https://www.radianceclinics.com/concerns/scars-stretch-marks/raised-scars-keloids,12,1,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/which-filler-is-right-for-you-expert-advice,Which Filler Is Right for You? Expert Advice,Ageing & Aesthetics,550,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,GSC_404_EXPORT,no,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,11,98,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/anti-wrinkle-radiance,Anti Wrinkle,Ageing & Aesthetics,656,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,GSC_404_EXPORT,no,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,11,98,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/anti-ageing-therapies/collagen-induction-therapy,Collagen Induction Therapy,Skin Health,166,https://www.radianceclinics.com/skin-clinic-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,11,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/melasma,Melasma,Pigmentation,180,https://www.radianceclinics.com/concerns/pigmentation/melasma,GSC_404_EXPORT,no,https://www.radianceclinics.com/concerns/pigmentation/melasma,11,8,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/reasons-to-have-professional-treatment-for-acne,Reasons to have Professional Treatment for Acne,Acne,519,https://www.radianceclinics.com/concerns/acne/acne,GSC_404_EXPORT,no,,10,0,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/say-goodbye-to-monsoon-hair-loss-easy-ways-to-control-hairfall,Say Goodbye to Monsoon Hair Loss: Easy Ways to Control Hairfall,Hair Loss & Scalp,558,https://www.radianceclinics.com/concerns/hair-loss-scalp/hair-loss,GSC_404_EXPORT,no,,10,0,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/bridal-dermatology/lasertoning,Laser Toning,Skin Health,167,https://www.radianceclinics.com/skin-clinic-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,10,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/acne-scars/pixel,Pixel,Skin Health,157,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,10,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/acne-scar-removal,Acne Scar Removal,Acne Scars,212,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,10,35,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/conditions/atopic-dermatitis,Atopic Dermatitis,Skin Health,185,https://www.radianceclinics.com/skin-clinic-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,10,1847,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/virtual-tour,Virtual Tour,Other,1,,GSC_404_EXPORT,no,,10,0,REBUILD_OR_ARCHIVE,P1
https://www.radianceclinics.com/post/can-skin-clinics-help-with-dark-circles-and-under-eye-concerns,Can Skin Clinics Help With Dark Circles and Under-Eye Concerns?,Pigmentation,578,https://www.radianceclinics.com/concerns/pigmentation/under-eye-dark-circles,GSC_404_EXPORT,no,,9,0,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/when-is-the-perfect-time-to-restore-your-hair,When Is the Perfect Time to Restore Your Hair?,Other,518,,GSC_404_EXPORT,no,,8,0,REBUILD_OR_ARCHIVE,P1
https://www.radianceclinics.com/post/how-to-know-if-youre-a-good-candidate-for-fue-or-fut,How to Know If You’re a Good Candidate for FUE or FUT?,Hair Transplant,546,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/hair-transplant-bhubaneswar,8,495,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/why-radiance-skin-and-hair-clinics-leads-in-stem-cell-transplants-in-odisha,Why Radiance Skin and Hair Clinics Leads in Stem Cell Transplants in Odisha,Skin Health,528,,GSC_404_EXPORT,no,,8,0,REBUILD_OR_ARCHIVE,P1
https://www.radianceclinics.com/post/best-treatment-for-a-healthy-hair-and-skin,Best Treatment For a Healthy Hair and Skin,Skin Health,614,,not-live-checked,no,,7,0,REBUILD_OR_ARCHIVE,P1
https://www.radianceclinics.com/post/radiance-skin-clinics-your-solution-for-skin-issues,Radiance Skin Clinics: Your Solution for Skin Issues,Skin Health,463,,GSC_404_EXPORT,no,,7,0,REBUILD_OR_ARCHIVE,P1
https://www.radianceclinics.com/post/modern-treatments-for-effective-fat-reduction,Modern Treatments for Effective Fat Reduction,Clinic & Doctor,559,https://www.radianceclinics.com/about,not-live-checked,no,https://www.radianceclinics.com/about,7,104,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/post/advantages-of-online-dermatologist-consultations,Advantages of Online Dermatologist Consultations,Skin Health,436,,not-live-checked,no,,6,0,REBUILD_OR_ARCHIVE,P1
